Wall time,Step,Value
1748275867.8791862,100,5.573505878448486
1748275876.2019958,200,7.2012038230896
1748275884.787662,300,7.649219036102295
1748275893.4449954,400,7.968547344207764
1748275902.2301831,500,8.455470085144043
1748275910.1114562,600,9.170937538146973
1748275918.021437,700,5.960700035095215
1748275925.9926295,800,6.036584854125977
1748275934.0491,900,6.119292259216309
1748275942.7203717,1000,6.649758338928223
1748275950.7011917,1100,7.2066216468811035
1748275958.813014,1200,7.4592604637146
1748275966.8069646,1300,7.671072959899902
1748275975.0043037,1400,7.512320041656494
1748275983.149588,1500,7.148677349090576
1748275991.4296813,1600,7.269189834594727
1748275999.3653216,1700,5.633368492126465
1748276007.2996411,1800,5.20589017868042
1748276015.2667286,1900,6.057836055755615
1748276023.1727667,2000,6.022648811340332
1748276031.1140432,2100,5.579374313354492
1748276039.0183492,2200,6.196231365203857
1748276046.9225156,2300,6.337052345275879
1748276055.1398454,2400,5.617284774780273
1748276063.2452466,2500,5.515770435333252
1748276071.430912,2600,6.04254674911499
1748276079.9930508,2700,6.66654109954834
1748276088.0718794,2800,5.589697360992432
1748276096.1165123,2900,6.876612186431885
1748276104.092139,3000,5.358268737792969
1748276111.931996,3100,6.9561767578125
1748276119.827104,3200,7.443868637084961
1748276128.075542,3300,6.625664710998535
1748276135.9963574,3400,8.265861511230469
1748276144.7299104,3500,5.759923458099365
1748276153.0482442,3600,6.63454008102417
1748276161.4493437,3700,7.340539932250977
1748276169.7836363,3800,7.997762203216553
1748276178.1492348,3900,8.426156044006348
1748276186.5903132,4000,6.693969249725342
1748276194.8783913,4100,6.144779682159424
1748276202.7916791,4200,5.423940181732178
1748276210.9782722,4300,7.513996124267578
1748276219.8805342,4400,7.2638139724731445
1748276228.4215398,4500,8.015012741088867
1748276236.969427,4600,8.33459186553955
1748276245.2317646,4700,8.461786270141602
1748276253.5424483,4800,9.34744644165039
1748276261.490446,4900,9.492950439453125
1748276269.3168628,5000,8.23839282989502
1748276277.7660408,5100,5.6387128829956055
1748276285.9960463,5200,7.519219398498535
1748276294.6997924,5300,7.615205764770508
1748276303.2959995,5400,6.3175177574157715
1748276311.4688737,5500,7.617417335510254
1748276319.4473746,5600,6.424007892608643
1748276327.786054,5700,7.990780353546143
1748276335.6915772,5800,8.251778602600098
1748276343.7231996,5900,8.615160942077637
1748276351.7418602,6000,10.343182563781738
1748276359.6349387,6100,8.860269546508789
1748276367.4423718,6200,5.507571220397949
1748276375.3162696,6300,7.090456485748291
1748276383.2057245,6400,5.873132228851318
1748276390.9884834,6500,6.519664287567139
1748276398.908974,6600,6.741761207580566
1748276406.8629978,6700,6.85244607925415
1748276414.7711623,6800,7.04193115234375
1748276422.7049763,6900,7.368007183074951
1748276430.5100284,7000,7.537980556488037
1748276438.3186116,7100,7.861915588378906
1748276446.221318,7200,7.854647159576416
1748276454.1173482,7300,6.515969753265381
1748276462.035296,7400,5.468744277954102
1748276470.0290246,7500,6.046294212341309
1748276477.911836,7600,6.625051975250244
1748276485.817726,7700,7.386785984039307
1748276493.643424,7800,7.973337650299072
1748276501.5907116,7900,8.022676467895508
1748276509.550368,8000,8.971700668334961
1748276517.4496582,8100,8.936452865600586
1748276525.4361365,8200,8.786423683166504
1748276533.3280118,8300,9.463397979736328
1748276541.2290425,8400,9.701987266540527
1748276549.1978636,8500,10.21550178527832
1748276557.1089442,8600,10.184856414794922
1748276565.041581,8700,7.498190402984619
1748276572.975208,8800,5.976770401000977
1748276580.9416084,8900,6.768714427947998
1748276588.9385252,9000,7.366486549377441
1748276596.8190713,9100,8.015535354614258
1748276604.7863739,9200,7.575274467468262
1748276612.6748118,9300,6.663525581359863
1748276620.5602322,9400,6.88359260559082
1748276628.5453467,9500,7.944141387939453
1748276637.0057337,9600,8.540044784545898
1748276645.0726447,9700,7.153453350067139
1748276653.3769984,9800,8.537989616394043
1748276661.8453698,9900,8.834009170532227
1748276670.1191442,10000,9.48512077331543
1748276678.4659204,10100,9.684441566467285
1748276686.5955138,10200,9.185667991638184
1748276694.463959,10300,9.357601165771484
1748276702.442383,10400,9.54947280883789
1748276710.3910398,10500,9.311355590820312
1748276718.381534,10600,9.430850982666016
1748276726.3416646,10700,9.497275352478027
1748276734.2010589,10800,9.109923362731934
1748276742.120135,10900,9.405670166015625
1748276750.1260712,11000,9.664612770080566
1748276758.3342648,11100,9.676149368286133
1748276766.5703607,11200,8.357741355895996
1748276775.0141764,11300,10.45296573638916
1748276783.3468838,11400,8.895230293273926
1748276791.3756325,11500,9.062371253967285
1748276799.2933547,11600,7.2178544998168945
1748276807.2644475,11700,7.362762928009033
1748276815.1612892,11800,9.075416564941406
1748276823.1136224,11900,7.689224720001221
1748276831.1025944,12000,6.972642421722412
1748276839.0440264,12100,7.202555179595947
1748276846.9264464,12200,7.179865837097168
1748276854.8758786,12300,6.794819355010986
1748276862.8114777,12400,6.468312740325928
1748276870.688368,12500,6.074377536773682
1748276878.571219,12600,8.421865463256836
1748276886.528469,12700,8.975968360900879
1748276894.500301,12800,7.885504722595215
1748276902.3845456,12900,8.019684791564941
1748276910.2273571,13000,9.41477108001709
1748276918.2057974,13100,10.321414947509766
1748276926.113574,13200,10.91269302368164
1748276934.030412,13300,10.563979148864746
1748276942.017419,13400,9.998292922973633
1748276949.9868805,13500,9.989433288574219
1748276957.9734223,13600,9.296754837036133
1748276965.859221,13700,5.83402156829834
