Wall time,Step,Value
1752576044.497348,4,1.4105995893478394
1752576044.5836425,5,1.3872535228729248
1752576045.1916747,12,1.3931431770324707
1752576045.8018017,19,1.3774824142456055
1752576045.880746,20,1.3501930236816406
1752576046.1353438,23,1.362082600593567
1752576046.2133768,24,1.3791829347610474
1752576046.2807655,25,1.3965562582015991
1752576046.4333346,27,1.327913522720337
1752576046.5069265,28,1.3531954288482666
1752576046.7741187,31,1.3772904872894287
1752576046.8531163,32,1.3724125623703003
1752576047.8724096,45,1.432187795639038
1752576048.0289388,47,1.3930848836898804
1752576049.1551592,56,1.3046667575836182
1752576049.2840626,58,1.2945518493652344
1752576049.35413,59,1.4110825061798096
1752576049.5056093,61,1.3105864524841309
1752576049.8328085,65,1.3780107498168945
1752576050.0812557,68,1.3326812982559204
1752576050.44619,72,1.3028732538223267
1752576050.5382824,73,1.383701205253601
1752576050.6250525,74,1.3738117218017578
1752576050.6973383,75,1.2936434745788574
1752576050.8642206,77,1.2625536918640137
1752576050.9412334,78,1.4346774816513062
1752576051.0226858,79,1.3206827640533447
1752576051.1181455,80,1.350764513015747
1752576051.2960186,82,1.2917567491531372
1752576051.384646,83,1.262797236442566
1752576052.0164177,90,1.2774187326431274
1752576052.3674693,94,1.3691061735153198
1752576052.7106686,98,1.4554498195648193
1752576053.3751018,101,1.22327721118927
1752576053.8046262,106,1.3562793731689453
1752576054.5860336,116,1.350480079650879
1752576054.90718,120,1.3560889959335327
1752576055.1213677,123,1.3006139993667603
1752576055.1928573,124,1.2896555662155151
1752576055.3407953,126,1.344763994216919
1752576055.8983173,133,1.3525710105895996
1752576056.2912197,138,1.3454521894454956
1752576056.5800078,142,1.2259441614151
1752576056.658964,143,1.3204607963562012
1752576056.814877,145,1.216992974281311
1752576057.0330193,148,1.316698431968689
1752576057.1878989,150,1.2272841930389404
1752576057.9680197,155,1.334024429321289
1752576058.046408,156,1.2627896070480347
1752576058.6369936,164,1.3309623003005981
1752576058.7829213,166,1.2662830352783203
1752576058.851655,167,1.3815674781799316
1752576059.0874271,170,1.3101576566696167
1752576059.9105356,181,1.2795945405960083
1752576060.2836003,186,1.1798574924468994
1752576060.4402168,188,1.2597014904022217
1752576060.5965009,190,1.221749186515808
1752576061.1403048,197,1.3524165153503418
1752576061.278007,199,1.2683886289596558
1752576061.3478117,200,1.206147313117981
1752576061.95904,203,1.2873400449752808
1752576062.103717,205,1.2788262367248535
1752576062.401731,209,1.2204638719558716
1752576062.6098194,212,1.3434383869171143
1752576062.6784894,213,1.3275309801101685
1752576062.7564144,214,1.2719378471374512
1752576063.197458,220,1.266647458076477
1752576063.268317,221,1.2845590114593506
1752576063.3506455,222,1.19342839717865
1752576063.8503342,229,1.3155815601348877
1752576064.0785177,232,1.1717562675476074
1752576064.141868,233,1.408677101135254
1752576064.2896607,235,1.2384469509124756
1752576064.3604598,236,1.3718197345733643
1752576064.507932,238,1.17881178855896
1752576064.8702767,243,1.1966078281402588
1752576065.0192733,245,1.2440792322158813
1752576065.1624732,247,1.3208484649658203
1752576065.9168603,252,1.3289399147033691
1752576065.996109,253,1.173129677772522
1752576066.0726697,254,1.2830146551132202
1752576066.314052,257,1.1211497783660889
1752576066.6911657,262,1.3143829107284546
1752576067.5584278,274,1.272449254989624
