Wall time,Step,Value
1748275867.8792233,100,0.05723070725798607
1748275876.2020319,200,0.004911721684038639
1748275884.787694,300,0.0020124423317611217
1748275893.445025,400,0.0016541449585929513
1748275902.2302113,500,0.19141776859760284
1748275910.111486,600,0.1115281879901886
1748275918.0214653,700,0.021723365411162376
1748275925.9926631,800,0.009051106870174408
1748275934.0491307,900,0.00889870896935463
1748275942.7204008,1000,0.004105716943740845
1748275950.7012217,1100,0.002071202266961336
1748275958.8130422,1200,0.0014537760289385915
1748275966.806995,1300,0.0012869469355791807
1748275975.0043356,1400,0.0021476882975548506
1748275983.14962,1500,0.002627495676279068
1748275991.4297106,1600,0.02189169079065323
1748275999.3653526,1700,0.380342572927475
1748276007.2996695,1800,0.025784598663449287
1748276015.266763,1900,0.12297078222036362
1748276023.1727943,2000,0.1993858516216278
1748276031.1140802,2100,0.04031379893422127
1748276039.0183792,2200,0.1883520931005478
1748276046.9225535,2300,0.20839720964431763
1748276055.1398816,2400,0.12679268419742584
1748276063.2452776,2500,0.30003926157951355
1748276071.4309413,2600,0.117007777094841
1748276079.9930866,2700,0.040650274604558945
1748276088.071907,2800,0.28246521949768066
1748276096.1165447,2900,0.0650763139128685
1748276104.0921664,3000,0.2605602741241455
1748276111.9320292,3100,0.03644842654466629
1748276119.8271492,3200,0.06005649268627167
1748276128.0755727,3300,0.16425855457782745
1748276135.996387,3400,0.06576576083898544
1748276144.7299418,3500,0.16709840297698975
1748276153.0482721,3600,0.025326620787382126
1748276161.449375,3700,0.012043161317706108
1748276169.7836647,3800,0.03599822148680687
1748276178.1492624,3900,0.0119745759293437
1748276186.5903413,4000,0.13148535788059235
1748276194.8784306,4100,0.415243923664093
1748276202.7917135,4200,0.127496138215065
1748276210.9783099,4300,0.018380027264356613
1748276219.880568,4400,0.018184538930654526
1748276228.4215713,4500,0.006164257414638996
1748276236.9694557,4600,0.007625772152096033
1748276245.2317946,4700,0.030435513705015182
1748276253.5425105,4800,0.0052045355550944805
1748276261.4904761,4900,0.0042696562595665455
1748276269.316895,5000,0.32352039217948914
1748276277.7660708,5100,0.0780206099152565
1748276285.9960802,5200,0.008842792361974716
1748276294.6998336,5300,0.21210241317749023
1748276303.296028,5400,0.04887544736266136
1748276311.4689066,5500,0.012243961915373802
1748276319.4474106,5600,0.12012431770563126
1748276327.7860842,5700,0.007367500104010105
1748276335.6916077,5800,0.00477614626288414
1748276343.7232277,5900,0.007675152737647295
1748276351.7418935,6000,0.0022869573440402746
1748276359.6349688,6100,0.07053585350513458
1748276367.4424067,6200,0.3345107138156891
1748276375.3162975,6300,0.03907713666558266
1748276383.2057521,6400,0.33074191212654114
1748276390.9885294,6500,0.011028546839952469
1748276398.9090025,6600,0.004611242096871138
1748276406.8630288,6700,0.0035252796951681376
1748276414.7711897,6800,0.0026721127796918154
1748276422.7050064,6900,0.002078133635222912
1748276430.5100617,7000,0.0018603727221488953
1748276438.3186479,7100,0.0018811463378369808
1748276446.2213514,7200,0.0026768643874675035
1748276454.1173828,7300,0.233417809009552
1748276462.0353253,7400,0.13967503607273102
1748276470.029053,7500,0.22830691933631897
1748276477.911867,7600,0.014939776621758938
1748276485.8177538,7700,0.00997494999319315
1748276493.6434596,7800,0.003734133904799819
1748276501.5907478,7900,0.005070552229881287
1748276509.550399,8000,0.006251791957765818
1748276517.4497015,8100,0.0021314218174666166
1748276525.4361694,8200,0.008844700641930103
1748276533.328048,8300,0.0020571372006088495
1748276541.2290766,8400,0.0032203984446823597
1748276549.1979024,8500,0.0021057184785604477
1748276557.1089756,8600,0.0014366407413035631
1748276565.0416157,8700,0.2306302785873413
1748276572.975248,8800,0.27411532402038574
1748276580.941638,8900,0.012986132875084877
1748276588.9385672,9000,0.0061356741935014725
1748276596.8191001,9100,0.005615531466901302
1748276604.7864084,9200,0.19040505588054657
1748276612.6748564,9300,0.12187232077121735
1748276620.5602598,9400,0.11513622850179672
1748276628.5453844,9500,0.006087298039346933
1748276637.005769,9600,0.005474086385220289
1748276645.0726724,9700,0.06845322996377945
1748276653.3770278,9800,0.0104993199929595
1748276661.8454041,9900,0.0024802035186439753
1748276670.119182,10000,0.003267116378992796
1748276678.4659483,10100,0.0010585862910375
1748276686.5955453,10200,0.0016015426954254508
1748276694.4639866,10300,0.0017527565360069275
1748276702.4424248,10400,0.0010537572670727968
1748276710.3910687,10500,0.0022857498843222857
1748276718.3815641,10600,0.0009513645782135427
1748276726.3416953,10700,0.0012323097325861454
1748276734.2010922,10800,0.001564269419759512
1748276742.1201725,10900,0.0009622449288144708
1748276750.1261,11000,0.0004511982260737568
1748276758.3342946,11100,0.0012151560513302684
1748276766.5703955,11200,0.0010934709571301937
1748276775.0142064,11300,0.0006601451896131039
1748276783.3469157,11400,0.0010417246958240867
1748276791.3756664,11500,0.0008875647326931357
1748276799.2933824,11600,0.24859113991260529
1748276807.2644756,11700,0.005211698357015848
1748276815.1613178,11800,0.00968908704817295
1748276823.1136549,11900,0.09533151984214783
1748276831.1026263,12000,0.036777134984731674
1748276839.0440614,12100,0.005679348949342966
1748276846.9264824,12200,0.002561531960964203
1748276854.8759153,12300,0.03980046510696411
1748276862.8115237,12400,0.18318118155002594
1748276870.6883957,12500,0.03495514765381813
1748276878.5712497,12600,0.02784697711467743
1748276886.5285141,12700,0.00167655642144382
1748276894.5003295,12800,0.0568888895213604
1748276902.3845747,12900,0.016944456845521927
1748276910.227386,13000,0.01292056031525135
1748276918.205828,13100,0.0027767436113208532
1748276926.1136045,13200,0.0061908080242574215
1748276934.0304434,13300,0.0009919762378558517
1748276942.0174494,13400,0.0011091221822425723
1748276949.9869184,13500,0.04011990502476692
1748276957.9734528,13600,0.0022837070282548666
1748276965.8592527,13700,0.23964005708694458
1748276973.701808,13800,0.017315635457634926
1748276981.6125636,13900,0.03418875113129616
1748276989.5417428,14000,0.11671065539121628
1748276997.4016995,14100,0.21576018631458282
1748277005.3927693,14200,0.19392552971839905
1748277013.3524437,14300,0.08005955815315247
1748277021.3285959,14400,0.059013135731220245
1748277029.158783,14500,0.09614695608615875
1748277036.9847417,14600,0.008536559529602528
1748277044.8316317,14700,0.003977573476731777
1748277052.700055,14800,0.1766946166753769
1748277060.5613647,14900,0.01877344772219658
1748277068.4651349,15000,0.17020928859710693
1748277076.3085895,15100,0.047633517533540726
1748277084.205286,15200,0.009228424169123173
1748277092.0415108,15300,0.006388652138411999
1748277099.9737897,15400,0.005598568823188543
1748277107.8189175,15500,0.012884349562227726
1748277115.7431688,15600,0.12025073915719986
1748277123.695978,15700,0.01141653023660183
1748277131.5950935,15800,0.03700704872608185
1748277139.5270858,15900,0.043683283030986786
1748277147.4284332,16000,0.010415086522698402
1748277155.3426936,16100,0.00208484660834074
1748277163.151496,16200,0.0036391306202858686
1748277171.053123,16300,0.0013433954445645213
1748277178.8805325,16400,0.36463701725006104
1748277186.8075771,16500,0.05356713756918907
1748277194.6589847,16600,0.003698201384395361
1748277202.5616045,16700,0.003820947837084532
1748277210.5010214,16800,0.0031321998685598373
1748277218.4111369,16900,0.0010354726109653711
1748277226.3746293,17000,0.0011017218930646777
1748277234.3285882,17100,0.2507689893245697
1748277242.2283456,17200,0.09646907448768616
1748277250.2342207,17300,0.009012427181005478
1748277258.1156032,17400,0.21306735277175903
1748277266.1085367,17500,0.11579417437314987
1748277274.0317602,17600,0.020978666841983795
1748277281.9533203,17700,0.012922238558530807
1748277289.923897,17800,0.0031291330233216286
1748277297.8733983,17900,0.0020205064211040735
1748277305.7814574,18000,0.002658178796991706
1748277313.8257241,18100,0.28269878029823303
1748277321.7854106,18200,0.035100582987070084
1748277329.7339346,18300,0.09759779274463654
1748277337.7091122,18400,0.009529491886496544
1748277345.6004837,18500,0.016446970403194427
1748277353.4898865,18600,0.053236059844493866
1748277361.372332,18700,0.18625542521476746
1748277369.3906658,18800,0.011247445829212666
1748277377.3239586,18900,0.0674620270729065
1748277385.22843,19000,0.009927676990628242
1748277392.9106457,19100,0.0037729020696133375
1748277400.5181704,19200,0.002170126885175705
1748277408.16983,19300,0.0017953577917069197
1748277415.8846881,19400,0.004013773985207081
1748277423.6157217,19500,0.0013015253935009241
1748277431.3724086,19600,0.0016780148725956678
1748277439.0480256,19700,0.0030125698540359735
1748277446.6638072,19800,0.0016002857591956854
1748277454.321461,19900,0.002328058471903205
1748277462.001435,20000,0.15477041900157928
1748277469.6180236,20100,0.006585231516510248
1748277477.2901251,20200,0.0015635339077562094
1748277484.912058,20300,0.09169455617666245
1748277492.6392841,20400,0.034520622342824936
1748277500.2508943,20500,0.006033900193870068
1748277507.975282,20600,0.00993022508919239
1748277515.679535,20700,0.12277532368898392
1748277523.3162253,20800,0.003430885961279273
1748277531.1367247,20900,0.0029100747779011726
1748277538.7947376,21000,0.0007006951491348445
1748277546.4518595,21100,0.002596569014713168
1748277554.3100197,21200,0.0009509410592727363
1748277562.0081825,21300,0.0028510417323559523
1748277569.7006786,21400,0.033705953508615494
1748277577.3453002,21500,0.010291013866662979
1748277584.9629207,21600,0.006379175931215286
1748277592.6355777,21700,0.25300005078315735
1748277600.288408,21800,0.002833141479641199
1748277607.99119,21900,0.0016299523413181305
1748277615.5520017,22000,0.003039564937353134
1748277623.177636,22100,0.0009674933971837163
1748277630.824867,22200,0.001356558408588171
1748277638.4341838,22300,0.0008461276302114129
1748277646.105795,22400,0.005173316691070795
1748277653.7711387,22500,0.07226932048797607
1748277661.4811375,22600,0.05860757827758789
1748277669.1338048,22700,0.0857715979218483
1748277676.8502512,22800,0.10777328163385391
1748277684.5366945,22900,0.002033761003986001
1748277781.490759,23000,0.002816980006173253
1748277792.779605,23100,0.0011584333842620254
1748277803.3928332,23200,0.0008320931228809059
1748277812.3566945,23300,0.0011039703385904431
1748277820.9840097,23400,0.001797200064174831
1748277829.585523,23500,0.002049027942121029
1748277838.1088135,23600,0.0017174314707517624
1748277846.4577656,23700,0.00042718308395706117
1748277855.3737593,23800,0.08911480009555817
1748277864.1501486,23900,0.01126901339739561
1748277872.6891391,24000,0.16297884285449982
1748277880.8961492,24100,0.005597568117082119
1748277889.4217129,24200,0.004638566169887781
1748277897.977778,24300,0.0012178216129541397
1748277906.4167519,24400,0.002063892548903823
1748277914.6878011,24500,0.004048427101224661
1748277922.905723,24600,0.0007589925662614405
1748277931.1506686,24700,0.002085045911371708
1748277939.9940708,24800,0.0021788415033370256
1748277948.3197358,24900,0.008234946057200432
1748277956.9446235,25000,0.1306542009115219
1748277965.0421083,25100,0.008955392986536026
1748277973.1247292,25200,0.001813212176784873
1748277981.3706217,25300,0.005925469100475311
1748277989.2910707,25400,0.001316327485255897
1748277997.3851826,25500,0.0011025089770555496
1748278005.3631651,25600,0.0016481966013088822
1748278013.2567992,25700,0.0006873626844026148
1748278021.2457643,25800,0.0009178994805552065
1748278029.144212,25900,0.0007777985883876681
1748278037.0390406,26000,0.0006213419255800545
1748278045.006593,26100,0.0004939781501889229
1748278052.9762235,26200,0.003847222775220871
1748278060.9577339,26300,0.0023048166185617447
1748278069.2463663,26400,0.0015073606045916677
1748278077.2775047,26500,0.15046830475330353
1748278085.2644668,26600,0.05436594784259796
1748278093.6316903,26700,0.0021376297809183598
1748278102.2945566,26800,0.0037007376085966825
1748278110.4692383,26900,0.007465369068086147
1748278118.6801927,27000,0.001969559583812952
1748278126.8245337,27100,0.0007700533606112003
1748278135.3050027,27200,0.000635675445664674
1748278143.485386,27300,0.004519206937402487
1748278151.6226816,27400,0.0005391124286688864
1748278159.8947387,27500,0.032042622566223145
1748278168.2993448,27600,0.00012271091691218317
1748278176.6846645,27700,0.0006032075034454465
1748278185.1609218,27800,0.00044976567733101547
1748278194.1222312,27900,0.00041338143637403846
1748278203.4192927,28000,0.00026172830257564783
1748278212.6115592,28100,0.0016521366778761148
1748278221.791766,28200,0.0008834615000523627
1748278230.8993132,28300,0.00015935307601466775
1748278240.200464,28400,0.1123804897069931
1748278249.2805042,28500,0.06565745174884796
1748278258.3902283,28600,0.015459553338587284
1748278267.478512,28700,0.055657386779785156
1748278276.5938163,28800,0.05044224485754967
1748278285.8249109,28900,0.009895949624478817
1748278295.0468225,29000,0.06314549595117569
1748278304.2044735,29100,0.12448442727327347
1748278313.2746434,29200,0.058520447462797165
1748278322.4072897,29300,0.028058800846338272
1748278331.513397,29400,0.002710824366658926
1748278340.6269972,29500,0.0013109788997098804
1748278349.728475,29600,0.009430300444364548
1748278358.9418645,29700,0.005653251428157091
1748278368.1190562,29800,0.0465124137699604
1748278377.337531,29900,0.024734390899538994
1748278386.478767,30000,0.0131251011043787
1748278395.6157608,30100,0.17493396997451782
1748278404.8076327,30200,0.051122501492500305
1748278414.0373611,30300,0.00628970330581069
1748278423.1367307,30400,0.015426444821059704
1748278432.2519655,30500,0.04166245087981224
1748278441.369553,30600,0.011354823596775532
1748278450.5306227,30700,0.0008713937131687999
1748278459.4878035,30800,0.0014342827489599586
1748278468.5683746,30900,0.4012177288532257
1748278477.7316725,31000,0.23773303627967834
1748278486.7961385,31100,0.01361692976206541
1748278495.9353642,31200,0.010247447527945042
1748278505.0594554,31300,0.006492062006145716
1748278514.1793053,31400,0.0048698000609874725
1748278523.2885766,31500,0.0018473620293661952
1748278532.435896,31600,0.0021926569752395153
1748278541.5973957,31700,0.004157564602792263
1748278550.6992185,31800,0.34549540281295776
1748278559.818951,31900,0.029085874557495117
1748278568.9091017,32000,0.09564923495054245
1748278578.0121193,32100,0.012826379388570786
1748278587.0810046,32200,0.00260509317740798
1748278596.2836096,32300,0.2462686002254486
1748278605.3920124,32400,0.004702448844909668
1748278614.5336847,32500,0.006052386946976185
1748278623.588257,32600,0.003019770374521613
1748278632.6610353,32700,0.022646155208349228
1748278641.8144178,32800,0.07729277014732361
1748278650.9831605,32900,0.057246915996074677
1748278660.116719,33000,0.003437077859416604
1748278669.2166357,33100,0.004163441248238087
1748278678.2989354,33200,0.002271390287205577
1748278687.4203196,33300,0.0017067271983250976
1748278696.5256157,33400,0.22108608484268188
1748278705.6448894,33500,0.13786323368549347
1748278714.8039453,33600,0.010576375760138035
